"建物他項權利登記","棟數_棟","設定","移轉","變更","塗銷","其他","面積_平方公尺","設定","移轉","變更","塗銷","其他"
"107年 3月/ 高雄市 / 法院判決、調解、和解","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 3月/ 高雄市 / 其他他項權利","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 3月/ 宜蘭縣 / 登記項目總計","2,272","1,023","7","669","573","-","353,485.17","152,462.64","1,322.73","89,483.33","110,216.47","-"
"107年 3月/ 宜蘭縣 / 抵押權","2,272","1,023","7","669","573","-","353,485.17","152,462.64","1,322.73","89,483.33","110,216.47","-"
"107年 3月/ 宜蘭縣 / 地上權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 3月/ 宜蘭縣 / 不動產役權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 3月/ 宜蘭縣 / 典權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 3月/ 宜蘭縣 / 農育權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 3月/ 宜蘭縣 / 永佃權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 3月/ 宜蘭縣 / 耕作權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 3月/ 宜蘭縣 / 法院判決、調解、和解","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 3月/ 宜蘭縣 / 其他他項權利","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 3月/ 新竹縣 / 登記項目總計","2,965","1,593","-","159","1,213","-","575,032.50","232,599.41","-","100,021.63","242,411.46","-"
"107年 3月/ 新竹縣 / 抵押權","2,965","1,593","-","159","1,213","-","575,032.50","232,599.41","-","100,021.63","242,411.46","-"
"107年 3月/ 新竹縣 / 地上權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 3月/ 新竹縣 / 不動產役權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 3月/ 新竹縣 / 典權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 3月/ 新竹縣 / 農育權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 3月/ 新竹縣 / 永佃權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 3月/ 新竹縣 / 耕作權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 3月/ 新竹縣 / 法院判決、調解、和解","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 3月/ 新竹縣 / 其他他項權利","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 3月/ 苗栗縣 / 登記項目總計","1,620","870","2","209","539","-","663,966.61","213,463.01","610.91","65,689.74","384,202.95","-"
"107年 3月/ 苗栗縣 / 抵押權","1,620","870","2","209","539","-","663,966.61","213,463.01","610.91","65,689.74","384,202.95","-"
"107年 3月/ 苗栗縣 / 地上權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 3月/ 苗栗縣 / 不動產役權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 3月/ 苗栗縣 / 典權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 3月/ 苗栗縣 / 農育權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 3月/ 苗栗縣 / 永佃權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 3月/ 苗栗縣 / 耕作權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 3月/ 苗栗縣 / 法院判決、調解、和解","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 3月/ 苗栗縣 / 其他他項權利","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 3月/ 彰化縣 / 登記項目總計","3,121","1,528","-","455","1,138","-","794,537.35","380,053.14","-","194,476.55","220,007.66","-"
"107年 3月/ 彰化縣 / 抵押權","3,121","1,528","-","455","1,138","-","794,537.35","380,053.14","-","194,476.55","220,007.66","-"
"107年 3月/ 彰化縣 / 地上權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 3月/ 彰化縣 / 不動產役權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 3月/ 彰化縣 / 典權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 3月/ 彰化縣 / 農育權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 3月/ 彰化縣 / 永佃權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 3月/ 彰化縣 / 耕作權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 3月/ 彰化縣 / 法院判決、調解、和解","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 3月/ 彰化縣 / 其他他項權利","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 3月/ 南投縣 / 登記項目總計","921","455","4","66","396","-","188,589.29","86,392.42","4,620.17","17,998.10","79,578.60","-"
"107年 3月/ 南投縣 / 抵押權","921","455","4","66","396","-","188,589.29","86,392.42","4,620.17","17,998.10","79,578.60","-"
"107年 3月/ 南投縣 / 地上權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 3月/ 南投縣 / 不動產役權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 3月/ 南投縣 / 典權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 3月/ 南投縣 / 農育權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 3月/ 南投縣 / 永佃權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 3月/ 南投縣 / 耕作權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 3月/ 南投縣 / 法院判決、調解、和解","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 3月/ 南投縣 / 其他他項權利","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 3月/ 雲林縣 / 登記項目總計","1,215","571","2","155","487","-","408,070.00","193,627.64","310.24","38,452.82","175,679.30","-"
"107年 3月/ 雲林縣 / 抵押權","1,215","571","2","155","487","-","408,070.00","193,627.64","310.24","38,452.82","175,679.30","-"
"107年 3月/ 雲林縣 / 地上權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 3月/ 雲林縣 / 不動產役權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 3月/ 雲林縣 / 典權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 3月/ 雲林縣 / 農育權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 3月/ 雲林縣 / 永佃權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 3月/ 雲林縣 / 耕作權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 3月/ 雲林縣 / 法院判決、調解、和解","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 3月/ 雲林縣 / 其他他項權利","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 3月/ 嘉義縣 / 登記項目總計","1,100","588","2","79","431","-","432,212.71","218,847.20","1,266.11","56,849.86","155,249.54","-"
"107年 3月/ 嘉義縣 / 抵押權","1,100","588","2","79","431","-","432,212.71","218,847.20","1,266.11","56,849.86","155,249.54","-"
"107年 3月/ 嘉義縣 / 地上權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 3月/ 嘉義縣 / 不動產役權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 3月/ 嘉義縣 / 典權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 3月/ 嘉義縣 / 農育權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 3月/ 嘉義縣 / 永佃權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 3月/ 嘉義縣 / 耕作權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 3月/ 嘉義縣 / 法院判決、調解、和解","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 3月/ 嘉義縣 / 其他他項權利","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 3月/ 屏東縣 / 登記項目總計","1,989","980","3","300","706","-","467,379.06","201,962.85","229.28","66,021.58","199,165.35","-"
"107年 3月/ 屏東縣 / 抵押權","1,989","980","3","300","706","-","467,379.06","201,962.85","229.28","66,021.58","199,165.35","-"
"107年 3月/ 屏東縣 / 地上權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 3月/ 屏東縣 / 不動產役權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 3月/ 屏東縣 / 典權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 3月/ 屏東縣 / 農育權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 3月/ 屏東縣 / 永佃權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 3月/ 屏東縣 / 耕作權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 3月/ 屏東縣 / 法院判決、調解、和解","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 3月/ 屏東縣 / 其他他項權利","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 3月/ 臺東縣 / 登記項目總計","458","233","8","31","186","-","72,091.22","35,635.45","466.66","6,008.88","29,980.23","-"
"107年 3月/ 臺東縣 / 抵押權","458","233","8","31","186","-","72,091.22","35,635.45","466.66","6,008.88","29,980.23","-"
"107年 3月/ 臺東縣 / 地上權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 3月/ 臺東縣 / 不動產役權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 3月/ 臺東縣 / 典權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 3月/ 臺東縣 / 農育權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 3月/ 臺東縣 / 永佃權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 3月/ 臺東縣 / 耕作權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 3月/ 臺東縣 / 法院判決、調解、和解","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 3月/ 臺東縣 / 其他他項權利","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 3月/ 花蓮縣 / 登記項目總計","1,017","510","3","82","422","-","156,881.86","78,933.22","513.75","17,488.51","59,946.38","-"
"107年 3月/ 花蓮縣 / 抵押權","1,017","510","3","82","422","-","156,881.86","78,933.22","513.75","17,488.51","59,946.38","-"
"107年 3月/ 花蓮縣 / 地上權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 3月/ 花蓮縣 / 不動產役權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 3月/ 花蓮縣 / 典權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 3月/ 花蓮縣 / 農育權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 3月/ 花蓮縣 / 永佃權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 3月/ 花蓮縣 / 耕作權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 3月/ 花蓮縣 / 法院判決、調解、和解","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 3月/ 花蓮縣 / 其他他項權利","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 3月/ 澎湖縣 / 登記項目總計","141","80","1","16","44","-","24,076.49","14,459.17","135.28","3,092.54","6,389.50","-"
"107年 3月/ 澎湖縣 / 抵押權","141","80","1","16","44","-","24,076.49","14,459.17","135.28","3,092.54","6,389.50","-"
"107年 3月/ 澎湖縣 / 地上權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 3月/ 澎湖縣 / 不動產役權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 3月/ 澎湖縣 / 典權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 3月/ 澎湖縣 / 農育權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 3月/ 澎湖縣 / 永佃權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 3月/ 澎湖縣 / 耕作權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 3月/ 澎湖縣 / 法院判決、調解、和解","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 3月/ 澎湖縣 / 其他他項權利","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 3月/ 基隆市 / 登記項目總計","1,838","1,095","-","61","682","-","152,511.77","100,285.30","-","5,143.23","47,083.24","-"
"107年 3月/ 基隆市 / 抵押權","1,838","1,095","-","61","682","-","152,511.77","100,285.30","-","5,143.23","47,083.24","-"
"107年 3月/ 基隆市 / 地上權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 3月/ 基隆市 / 不動產役權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 3月/ 基隆市 / 典權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 3月/ 基隆市 / 農育權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 3月/ 基隆市 / 永佃權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 3月/ 基隆市 / 耕作權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 3月/ 基隆市 / 法院判決、調解、和解","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 3月/ 基隆市 / 其他他項權利","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 3月/ 新竹市 / 登記項目總計","2,381","1,465","1","68","847","-","257,536.49","127,239.00","260.01","8,503.27","121,534.21","-"
"107年 3月/ 新竹市 / 抵押權","2,381","1,465","1","68","847","-","257,536.49","127,239.00","260.01","8,503.27","121,534.21","-"
"107年 3月/ 新竹市 / 地上權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 3月/ 新竹市 / 不動產役權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 3月/ 新竹市 / 典權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 3月/ 新竹市 / 農育權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 3月/ 新竹市 / 永佃權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 3月/ 新竹市 / 耕作權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 3月/ 新竹市 / 法院判決、調解、和解","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 3月/ 新竹市 / 其他他項權利","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 3月/ 嘉義市 / 登記項目總計","791","396","19","36","340","-","114,872.12","63,457.18","3,743.88","4,807.92","42,863.14","-"
"107年 3月/ 嘉義市 / 抵押權","791","396","19","36","340","-","114,872.12","63,457.18","3,743.88","4,807.92","42,863.14","-"
"107年 3月/ 嘉義市 / 地上權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 3月/ 嘉義市 / 不動產役權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 3月/ 嘉義市 / 典權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 3月/ 嘉義市 / 農育權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 3月/ 嘉義市 / 永佃權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 3月/ 嘉義市 / 耕作權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 3月/ 嘉義市 / 法院判決、調解、和解","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 3月/ 嘉義市 / 其他他項權利","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 3月/ 金門縣 / 登記項目總計","105","72","-","3","30","-","16,888.31","10,726.49","-","641.64","5,520.18","-"
"107年 3月/ 金門縣 / 抵押權","105","72","-","3","30","-","16,888.31","10,726.49","-","641.64","5,520.18","-"
"107年 3月/ 金門縣 / 地上權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 3月/ 金門縣 / 不動產役權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 3月/ 金門縣 / 典權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 3月/ 金門縣 / 農育權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 3月/ 金門縣 / 永佃權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 3月/ 金門縣 / 耕作權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 3月/ 金門縣 / 法院判決、調解、和解","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 3月/ 金門縣 / 其他他項權利","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 3月/ 連江縣 / 登記項目總計","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 3月/ 連江縣 / 抵押權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 3月/ 連江縣 / 地上權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 3月/ 連江縣 / 不動產役權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 3月/ 連江縣 / 典權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 3月/ 連江縣 / 農育權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 3月/ 連江縣 / 永佃權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 3月/ 連江縣 / 耕作權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 3月/ 連江縣 / 法院判決、調解、和解","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 3月/ 連江縣 / 其他他項權利","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 區域別總計 / 登記項目總計","75,656","39,725","93","7,539","28,299","-","11,018,834.70","5,353,105.86","56,062.63","1,882,938.84","3,726,727.37","-"
"107年 4月/ 區域別總計 / 抵押權","75,652","39,725","89","7,539","28,299","-","11,018,791.02","5,353,105.86","56,018.95","1,882,938.84","3,726,727.37","-"
"107年 4月/ 區域別總計 / 地上權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 區域別總計 / 不動產役權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 區域別總計 / 典權","4","-","4","-","-","-","43.68","-","43.68","-","-","-"
"107年 4月/ 區域別總計 / 農育權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 區域別總計 / 永佃權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 區域別總計 / 耕作權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 區域別總計 / 法院判決、調解、和解","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 區域別總計 / 其他他項權利","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 新北市 / 登記項目總計","16,138","8,861","8","1,127","6,142","-","1,627,539.64","834,362.88","683.73","142,377.65","650,115.38","-"
"107年 4月/ 新北市 / 抵押權","16,138","8,861","8","1,127","6,142","-","1,627,539.64","834,362.88","683.73","142,377.65","650,115.38","-"
"107年 4月/ 新北市 / 地上權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 新北市 / 不動產役權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 新北市 / 典權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 新北市 / 農育權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 新北市 / 永佃權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 新北市 / 耕作權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 新北市 / 法院判決、調解、和解","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 新北市 / 其他他項權利","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 臺北市 / 登記項目總計","8,587","4,813","7","267","3,500","-","789,956.43","442,638.12","282.57","34,145.17","312,890.57","-"
"107年 4月/ 臺北市 / 抵押權","8,583","4,813","3","267","3,500","-","789,912.75","442,638.12","238.89","34,145.17","312,890.57","-"
"107年 4月/ 臺北市 / 地上權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 臺北市 / 不動產役權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 臺北市 / 典權","4","-","4","-","-","-","43.68","-","43.68","-","-","-"
"107年 4月/ 臺北市 / 農育權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 臺北市 / 永佃權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 臺北市 / 耕作權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 臺北市 / 法院判決、調解、和解","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 臺北市 / 其他他項權利","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 桃園市 / 登記項目總計","9,578","4,558","9","1,606","3,405","-","1,590,379.70","645,901.11","1,134.02","426,549.64","516,794.93","-"
"107年 4月/ 桃園市 / 抵押權","9,578","4,558","9","1,606","3,405","-","1,590,379.70","645,901.11","1,134.02","426,549.64","516,794.93","-"
"107年 4月/ 桃園市 / 地上權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 桃園市 / 不動產役權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 桃園市 / 典權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 桃園市 / 農育權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 桃園市 / 永佃權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 桃園市 / 耕作權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 桃園市 / 法院判決、調解、和解","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 桃園市 / 其他他項權利","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 臺中市 / 登記項目總計","9,420","5,232","7","523","3,658","-","1,429,705.80","751,849.13","614.80","173,962.73","503,279.14","-"
"107年 4月/ 臺中市 / 抵押權","9,420","5,232","7","523","3,658","-","1,429,705.80","751,849.13","614.80","173,962.73","503,279.14","-"
"107年 4月/ 臺中市 / 地上權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 臺中市 / 不動產役權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 臺中市 / 典權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 臺中市 / 農育權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 臺中市 / 永佃權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 臺中市 / 耕作權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 臺中市 / 法院判決、調解、和解","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 臺中市 / 其他他項權利","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 臺南市 / 登記項目總計","5,249","2,912","9","358","1,970","-","959,485.53","487,331.08","1,463.36","203,941.31","266,749.78","-"
"107年 4月/ 臺南市 / 抵押權","5,249","2,912","9","358","1,970","-","959,485.53","487,331.08","1,463.36","203,941.31","266,749.78","-"
"107年 4月/ 臺南市 / 地上權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 臺南市 / 不動產役權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 臺南市 / 典權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 臺南市 / 農育權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 臺南市 / 永佃權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 臺南市 / 耕作權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 臺南市 / 法院判決、調解、和解","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 臺南市 / 其他他項權利","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 高雄市 / 登記項目總計","10,333","4,700","37","2,093","3,503","-","1,599,679.61","654,159.01","49,995.86","402,230.58","493,294.16","-"
"107年 4月/ 高雄市 / 抵押權","10,333","4,700","37","2,093","3,503","-","1,599,679.61","654,159.01","49,995.86","402,230.58","493,294.16","-"
"107年 4月/ 高雄市 / 地上權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 高雄市 / 不動產役權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 高雄市 / 典權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 高雄市 / 農育權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 高雄市 / 永佃權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 高雄市 / 耕作權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 高雄市 / 法院判決、調解、和解","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 高雄市 / 其他他項權利","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 宜蘭縣 / 登記項目總計","1,287","616","2","213","456","-","287,387.31","87,483.86","77.49","125,959.74","73,866.22","-"
"107年 4月/ 宜蘭縣 / 抵押權","1,287","616","2","213","456","-","287,387.31","87,483.86","77.49","125,959.74","73,866.22","-"
"107年 4月/ 宜蘭縣 / 地上權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 宜蘭縣 / 不動產役權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 宜蘭縣 / 典權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 宜蘭縣 / 農育權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 宜蘭縣 / 永佃權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 宜蘭縣 / 耕作權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 宜蘭縣 / 法院判決、調解、和解","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 宜蘭縣 / 其他他項權利","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 新竹縣 / 登記項目總計","1,985","1,175","2","163","645","-","344,797.62","205,394.96","152.82","49,294.74","89,955.10","-"
"107年 4月/ 新竹縣 / 抵押權","1,985","1,175","2","163","645","-","344,797.62","205,394.96","152.82","49,294.74","89,955.10","-"
"107年 4月/ 新竹縣 / 地上權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 新竹縣 / 不動產役權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 新竹縣 / 典權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 新竹縣 / 農育權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 新竹縣 / 永佃權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 新竹縣 / 耕作權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 新竹縣 / 法院判決、調解、和解","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 新竹縣 / 其他他項權利","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 苗栗縣 / 登記項目總計","1,330","747","-","164","419","-","208,633.81","114,054.71","-","24,809.50","69,769.60","-"
"107年 4月/ 苗栗縣 / 抵押權","1,330","747","-","164","419","-","208,633.81","114,054.71","-","24,809.50","69,769.60","-"
"107年 4月/ 苗栗縣 / 地上權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 苗栗縣 / 不動產役權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 苗栗縣 / 典權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 苗栗縣 / 農育權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 苗栗縣 / 永佃權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 苗栗縣 / 耕作權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 苗栗縣 / 法院判決、調解、和解","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 苗栗縣 / 其他他項權利","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 彰化縣 / 登記項目總計","2,142","1,197","1","211","733","-","483,118.21","243,853.21","61.24","85,355.93","153,847.83","-"
"107年 4月/ 彰化縣 / 抵押權","2,142","1,197","1","211","733","-","483,118.21","243,853.21","61.24","85,355.93","153,847.83","-"
"107年 4月/ 彰化縣 / 地上權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 彰化縣 / 不動產役權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 彰化縣 / 典權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 彰化縣 / 農育權","-","-","-","-","-","-","-","-","-","-","-","-"
